split,station,origin,run,origin_month,calendar_season,forecast_epoch,status,reason,detail,imputed_history_hours,target_observed_hours,scored_hours
train,43279099999,2024-06-28 06:00:00+00:00,2024-06-28 00:00:00+00:00,2024-06,JJA,ifs_49r1_hindcast,ready,,,0.0,48,48
train,42410099999,2024-07-06 06:00:00+00:00,2024-07-06 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,5.0,48,48
train,43128599999,2024-07-06 06:00:00+00:00,2024-07-06 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
train,43279099999,2024-07-06 06:00:00+00:00,2024-07-06 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,2.0,48,48
train,42410099999,2024-07-14 06:00:00+00:00,2024-07-14 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,14.0,41,41
train,43128599999,2024-07-14 06:00:00+00:00,2024-07-14 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,35,0
train,43279099999,2024-07-14 06:00:00+00:00,2024-07-14 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,9.0,44,44
train,42410099999,2024-07-22 06:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,7.0,45,45
train,43128599999,2024-07-22 06:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,44,0
train,43279099999,2024-07-22 06:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,6.0,48,48
train,42410099999,2024-07-30 06:00:00+00:00,2024-07-30 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,7.0,44,44
train,43128599999,2024-07-30 06:00:00+00:00,2024-07-30 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,42,0
train,43279099999,2024-07-30 06:00:00+00:00,2024-07-30 00:00:00+00:00,2024-07,JJA,ifs_49r1_hindcast,ready,,,1.0,47,47
train,42410099999,2024-08-07 06:00:00+00:00,2024-08-07 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,14.0,47,47
train,43128599999,2024-08-07 06:00:00+00:00,2024-08-07 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,15.0,44,44
train,43279099999,2024-08-07 06:00:00+00:00,2024-08-07 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,4.0,48,48
train,42410099999,2024-08-15 06:00:00+00:00,2024-08-15 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,10.0,44,44
train,43128599999,2024-08-15 06:00:00+00:00,2024-08-15 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,16.0,41,41
train,43279099999,2024-08-15 06:00:00+00:00,2024-08-15 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,3.0,48,48
train,42410099999,2024-08-23 06:00:00+00:00,2024-08-23 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,47,0
train,43128599999,2024-08-23 06:00:00+00:00,2024-08-23 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,42,0
train,43279099999,2024-08-23 06:00:00+00:00,2024-08-23 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,4.0,48,48
train,42410099999,2024-08-31 06:00:00+00:00,2024-08-31 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,6.0,45,45
train,43128599999,2024-08-31 06:00:00+00:00,2024-08-31 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,42,0
train,43279099999,2024-08-31 06:00:00+00:00,2024-08-31 00:00:00+00:00,2024-08,JJA,ifs_49r1_hindcast,ready,,,0.0,48,48
train,42410099999,2024-09-08 06:00:00+00:00,2024-09-08 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,ready,,,8.0,45,45
train,43128599999,2024-09-08 06:00:00+00:00,2024-09-08 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,ready,,,10.0,43,43
train,43279099999,2024-09-08 06:00:00+00:00,2024-09-08 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,ready,,,0.0,48,48
train,42410099999,2024-09-16 06:00:00+00:00,2024-09-16 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,45,0
train,43128599999,2024-09-16 06:00:00+00:00,2024-09-16 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,44,0
train,43279099999,2024-09-16 06:00:00+00:00,2024-09-16 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
train,42410099999,2024-09-24 06:00:00+00:00,2024-09-24 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,43,0
train,43128599999,2024-09-24 06:00:00+00:00,2024-09-24 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,44,0
train,43279099999,2024-09-24 06:00:00+00:00,2024-09-24 00:00:00+00:00,2024-09,SON,ifs_49r1_hindcast,ready,,,1.0,47,47
train,42410099999,2024-10-02 06:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,12.0,46,46
train,43128599999,2024-10-02 06:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,45,0
train,43279099999,2024-10-02 06:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,4.0,48,48
train,42410099999,2024-10-10 06:00:00+00:00,2024-10-10 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,12.0,44,44
train,43128599999,2024-10-10 06:00:00+00:00,2024-10-10 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,13.0,47,47
train,43279099999,2024-10-10 06:00:00+00:00,2024-10-10 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,1.0,48,48
train,42410099999,2024-10-18 06:00:00+00:00,2024-10-18 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,14.0,45,45
train,43128599999,2024-10-18 06:00:00+00:00,2024-10-18 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,12.0,44,44
train,43279099999,2024-10-18 06:00:00+00:00,2024-10-18 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,2.0,48,48
train,42410099999,2024-10-26 06:00:00+00:00,2024-10-26 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,6.0,47,47
train,43128599999,2024-10-26 06:00:00+00:00,2024-10-26 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,8.0,43,43
train,43279099999,2024-10-26 06:00:00+00:00,2024-10-26 00:00:00+00:00,2024-10,SON,ifs_49r1_hindcast,ready,,,0.0,47,47
train,42410099999,2024-11-03 06:00:00+00:00,2024-11-03 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,2.0,47,47
train,43128599999,2024-11-03 06:00:00+00:00,2024-11-03 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,15.0,42,42
train,43279099999,2024-11-03 06:00:00+00:00,2024-11-03 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,0.0,47,47
train,42410099999,2024-11-11 06:00:00+00:00,2024-11-11 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,2.0,48,48
train,43128599999,2024-11-11 06:00:00+00:00,2024-11-11 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,44,0
train,43279099999,2024-11-11 06:00:00+00:00,2024-11-11 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,1.0,48,48
train,42410099999,2024-11-19 06:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,3.0,48,48
train,43128599999,2024-11-19 06:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,41,0
train,43279099999,2024-11-19 06:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,3.0,48,48
train,42410099999,2024-11-27 06:00:00+00:00,2024-11-27 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,4.0,47,47
train,43128599999,2024-11-27 06:00:00+00:00,2024-11-27 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,14.0,42,42
train,43279099999,2024-11-27 06:00:00+00:00,2024-11-27 00:00:00+00:00,2024-11,SON,ifs_49r1_hindcast,ready,,,1.0,47,47
train,42410099999,2024-12-05 06:00:00+00:00,2024-12-05 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,8.0,48,48
train,43128599999,2024-12-05 06:00:00+00:00,2024-12-05 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,42,0
train,43279099999,2024-12-05 06:00:00+00:00,2024-12-05 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,7.0,48,48
train,42410099999,2024-12-13 06:00:00+00:00,2024-12-13 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,0.0,48,48
train,43128599999,2024-12-13 06:00:00+00:00,2024-12-13 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,9.0,45,45
train,43279099999,2024-12-13 06:00:00+00:00,2024-12-13 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,1.0,48,48
train,42410099999,2024-12-21 06:00:00+00:00,2024-12-21 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,5.0,48,48
train,43128599999,2024-12-21 06:00:00+00:00,2024-12-21 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,16.0,44,44
train,43279099999,2024-12-21 06:00:00+00:00,2024-12-21 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,5.0,48,48
train,42410099999,2024-12-29 06:00:00+00:00,2024-12-29 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,4.0,48,48
train,43128599999,2024-12-29 06:00:00+00:00,2024-12-29 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,16.0,44,44
train,43279099999,2024-12-29 06:00:00+00:00,2024-12-29 00:00:00+00:00,2024-12,DJF,ifs_49r1_hindcast,ready,,,1.0,47,47
train,42410099999,2025-01-06 06:00:00+00:00,2025-01-06 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,4.0,48,48
train,43128599999,2025-01-06 06:00:00+00:00,2025-01-06 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,14.0,42,42
train,43279099999,2025-01-06 06:00:00+00:00,2025-01-06 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,1.0,48,48
train,42410099999,2025-01-14 06:00:00+00:00,2025-01-14 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,1.0,47,47
train,43128599999,2025-01-14 06:00:00+00:00,2025-01-14 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,43,0
train,43279099999,2025-01-14 06:00:00+00:00,2025-01-14 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,0.0,48,48
train,42410099999,2025-01-22 06:00:00+00:00,2025-01-22 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,2.0,40,40
train,43128599999,2025-01-22 06:00:00+00:00,2025-01-22 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,37,0
train,43279099999,2025-01-22 06:00:00+00:00,2025-01-22 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,0.0,45,45
train,42410099999,2025-01-30 06:00:00+00:00,2025-01-30 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
train,43128599999,2025-01-30 06:00:00+00:00,2025-01-30 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,13.0,45,45
train,43279099999,2025-01-30 06:00:00+00:00,2025-01-30 00:00:00+00:00,2025-01,DJF,ifs_49r1_hindcast,ready,,,1.0,48,48
train,42410099999,2025-02-07 06:00:00+00:00,2025-02-07 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,2.0,48,48
train,43128599999,2025-02-07 06:00:00+00:00,2025-02-07 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,45,0
train,43279099999,2025-02-07 06:00:00+00:00,2025-02-07 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,0.0,48,48
train,42410099999,2025-02-15 06:00:00+00:00,2025-02-15 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,2.0,46,46
train,43128599999,2025-02-15 06:00:00+00:00,2025-02-15 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,12.0,41,41
train,43279099999,2025-02-15 06:00:00+00:00,2025-02-15 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,1.0,47,47
train,42410099999,2025-02-23 06:00:00+00:00,2025-02-23 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,5.0,48,48
train,43128599999,2025-02-23 06:00:00+00:00,2025-02-23 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,15.0,44,44
train,43279099999,2025-02-23 06:00:00+00:00,2025-02-23 00:00:00+00:00,2025-02,DJF,ifs_49r1_hindcast,ready,,,3.0,48,48
train,42410099999,2025-03-03 06:00:00+00:00,2025-03-03 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
train,43128599999,2025-03-03 06:00:00+00:00,2025-03-03 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,43,0
train,43279099999,2025-03-03 06:00:00+00:00,2025-03-03 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
train,42410099999,2025-03-11 06:00:00+00:00,2025-03-11 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,ready,,,0.0,48,48
train,43128599999,2025-03-11 06:00:00+00:00,2025-03-11 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,ready,,,7.0,45,45
train,43279099999,2025-03-11 06:00:00+00:00,2025-03-11 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,ready,,,0.0,48,48
train,42410099999,2025-03-19 06:00:00+00:00,2025-03-19 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,ready,,,2.0,48,48
train,43128599999,2025-03-19 06:00:00+00:00,2025-03-19 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,data_rejected,history_policy,Missing history exceeds 10% of the context,,46,0
train,43279099999,2025-03-19 06:00:00+00:00,2025-03-19 00:00:00+00:00,2025-03,MAM,ifs_49r1_hindcast,ready,,,0.0,48,48
