split,station,origin,run,status,reason,detail,imputed_history_hours,target_observed_hours,scored_hours
train,42410099999,2025-02-18 06:00:00+00:00,2025-02-18 00:00:00+00:00,eligible,,,5.0,48,0
train,43128599999,2025-02-18 06:00:00+00:00,2025-02-18 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,47,0
train,43279099999,2025-02-18 06:00:00+00:00,2025-02-18 00:00:00+00:00,eligible,,,3.0,48,0
train,42410099999,2025-02-20 06:00:00+00:00,2025-02-20 00:00:00+00:00,eligible,,,2.0,44,0
train,43128599999,2025-02-20 06:00:00+00:00,2025-02-20 00:00:00+00:00,eligible,,,12.0,42,0
train,43279099999,2025-02-20 06:00:00+00:00,2025-02-20 00:00:00+00:00,eligible,,,1.0,45,0
train,42410099999,2025-02-22 06:00:00+00:00,2025-02-22 00:00:00+00:00,eligible,,,6.0,48,0
train,43128599999,2025-02-22 06:00:00+00:00,2025-02-22 00:00:00+00:00,eligible,,,16.0,43,0
train,43279099999,2025-02-22 06:00:00+00:00,2025-02-22 00:00:00+00:00,eligible,,,4.0,48,0
train,42410099999,2025-02-24 06:00:00+00:00,2025-02-24 00:00:00+00:00,eligible,,,4.0,48,0
train,43128599999,2025-02-24 06:00:00+00:00,2025-02-24 00:00:00+00:00,eligible,,,14.0,46,0
train,43279099999,2025-02-24 06:00:00+00:00,2025-02-24 00:00:00+00:00,eligible,,,3.0,47,0
train,42410099999,2025-02-26 06:00:00+00:00,2025-02-26 00:00:00+00:00,eligible,,,4.0,48,0
train,43128599999,2025-02-26 06:00:00+00:00,2025-02-26 00:00:00+00:00,eligible,,,13.0,45,0
train,43279099999,2025-02-26 06:00:00+00:00,2025-02-26 00:00:00+00:00,eligible,,,4.0,48,0
train,42410099999,2025-02-28 06:00:00+00:00,2025-02-28 00:00:00+00:00,eligible,,,0.0,39,0
train,43128599999,2025-02-28 06:00:00+00:00,2025-02-28 00:00:00+00:00,eligible,,,11.0,39,0
train,43279099999,2025-02-28 06:00:00+00:00,2025-02-28 00:00:00+00:00,eligible,,,1.0,40,0
train,42410099999,2025-03-02 06:00:00+00:00,2025-03-02 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
train,43128599999,2025-03-02 06:00:00+00:00,2025-03-02 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,43,0
train,43279099999,2025-03-02 06:00:00+00:00,2025-03-02 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
train,42410099999,2025-03-04 06:00:00+00:00,2025-03-04 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
train,43128599999,2025-03-04 06:00:00+00:00,2025-03-04 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,45,0
train,43279099999,2025-03-04 06:00:00+00:00,2025-03-04 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
train,42410099999,2025-03-06 06:00:00+00:00,2025-03-06 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
train,43128599999,2025-03-06 06:00:00+00:00,2025-03-06 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,45,0
train,43279099999,2025-03-06 06:00:00+00:00,2025-03-06 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
train,42410099999,2025-03-08 06:00:00+00:00,2025-03-08 00:00:00+00:00,eligible,,,2.0,48,0
train,43128599999,2025-03-08 06:00:00+00:00,2025-03-08 00:00:00+00:00,eligible,,,12.0,47,0
train,43279099999,2025-03-08 06:00:00+00:00,2025-03-08 00:00:00+00:00,eligible,,,1.0,48,0
train,42410099999,2025-03-10 06:00:00+00:00,2025-03-10 00:00:00+00:00,eligible,,,1.0,48,0
train,43128599999,2025-03-10 06:00:00+00:00,2025-03-10 00:00:00+00:00,eligible,,,10.0,48,0
train,43279099999,2025-03-10 06:00:00+00:00,2025-03-10 00:00:00+00:00,eligible,,,0.0,48,0
train,42410099999,2025-03-12 06:00:00+00:00,2025-03-12 00:00:00+00:00,eligible,,,1.0,47,0
train,43128599999,2025-03-12 06:00:00+00:00,2025-03-12 00:00:00+00:00,eligible,,,5.0,42,0
train,43279099999,2025-03-12 06:00:00+00:00,2025-03-12 00:00:00+00:00,eligible,,,0.0,47,0
train,42410099999,2025-03-14 06:00:00+00:00,2025-03-14 00:00:00+00:00,eligible,,,2.0,47,0
train,43128599999,2025-03-14 06:00:00+00:00,2025-03-14 00:00:00+00:00,eligible,,,8.0,37,0
train,43279099999,2025-03-14 06:00:00+00:00,2025-03-14 00:00:00+00:00,eligible,,,1.0,48,0
train,42410099999,2025-03-16 06:00:00+00:00,2025-03-16 00:00:00+00:00,eligible,,,2.0,48,0
train,43128599999,2025-03-16 06:00:00+00:00,2025-03-16 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,43,0
train,43279099999,2025-03-16 06:00:00+00:00,2025-03-16 00:00:00+00:00,eligible,,,1.0,48,0
train,42410099999,2025-03-18 06:00:00+00:00,2025-03-18 00:00:00+00:00,eligible,,,2.0,47,0
train,43128599999,2025-03-18 06:00:00+00:00,2025-03-18 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,47,0
train,43279099999,2025-03-18 06:00:00+00:00,2025-03-18 00:00:00+00:00,eligible,,,1.0,48,0
train,42410099999,2025-03-20 06:00:00+00:00,2025-03-20 00:00:00+00:00,eligible,,,2.0,48,0
train,43128599999,2025-03-20 06:00:00+00:00,2025-03-20 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,46,0
train,43279099999,2025-03-20 06:00:00+00:00,2025-03-20 00:00:00+00:00,eligible,,,0.0,48,0
train,42410099999,2025-03-22 06:00:00+00:00,2025-03-22 00:00:00+00:00,eligible,,,2.0,47,0
train,43128599999,2025-03-22 06:00:00+00:00,2025-03-22 00:00:00+00:00,eligible,,,13.0,41,0
train,43279099999,2025-03-22 06:00:00+00:00,2025-03-22 00:00:00+00:00,eligible,,,0.0,48,0
train,42410099999,2025-03-24 06:00:00+00:00,2025-03-24 00:00:00+00:00,eligible,,,2.0,44,0
train,43128599999,2025-03-24 06:00:00+00:00,2025-03-24 00:00:00+00:00,eligible,,,10.0,44,0
train,43279099999,2025-03-24 06:00:00+00:00,2025-03-24 00:00:00+00:00,eligible,,,0.0,47,0
train,42410099999,2025-03-26 06:00:00+00:00,2025-03-26 00:00:00+00:00,eligible,,,5.0,5,0
train,43128599999,2025-03-26 06:00:00+00:00,2025-03-26 00:00:00+00:00,eligible,,,14.0,35,0
train,43279099999,2025-03-26 06:00:00+00:00,2025-03-26 00:00:00+00:00,eligible,,,1.0,39,0
train,42410099999,2025-03-28 06:00:00+00:00,2025-03-28 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,41,0
train,43128599999,2025-03-28 06:00:00+00:00,2025-03-28 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,45,0
train,43279099999,2025-03-28 06:00:00+00:00,2025-03-28 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,46,0
development,42410099999,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,39,0
development,43128599999,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,44,0
development,43279099999,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
development,42410099999,2025-04-03 06:00:00+00:00,2025-04-03 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,8,0
development,43128599999,2025-04-03 06:00:00+00:00,2025-04-03 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,46,0
development,43279099999,2025-04-03 06:00:00+00:00,2025-04-03 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,48,0
development,42410099999,2025-04-05 06:00:00+00:00,2025-04-05 00:00:00+00:00,data_rejected,history_policy;no_verification_observations,Missing history exceeds 10% of the context,,0,0
development,43128599999,2025-04-05 06:00:00+00:00,2025-04-05 00:00:00+00:00,eligible,,,10.0,45,0
development,43279099999,2025-04-05 06:00:00+00:00,2025-04-05 00:00:00+00:00,eligible,,,1.0,48,0
development,42410099999,2025-04-07 06:00:00+00:00,2025-04-07 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,29,0
development,43128599999,2025-04-07 06:00:00+00:00,2025-04-07 00:00:00+00:00,eligible,,,11.0,46,0
development,43279099999,2025-04-07 06:00:00+00:00,2025-04-07 00:00:00+00:00,eligible,,,1.0,48,0
development,42410099999,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,44,0
development,43128599999,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,eligible,,,8.0,45,0
development,43279099999,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,32,0
development,43128599999,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,eligible,,,9.0,46,0
development,43279099999,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-13 06:00:00+00:00,2025-04-13 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,47,0
development,43128599999,2025-04-13 06:00:00+00:00,2025-04-13 00:00:00+00:00,eligible,,,8.0,46,0
development,43279099999,2025-04-13 06:00:00+00:00,2025-04-13 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-15 06:00:00+00:00,2025-04-15 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,48,0
development,43128599999,2025-04-15 06:00:00+00:00,2025-04-15 00:00:00+00:00,eligible,,,8.0,48,0
development,43279099999,2025-04-15 06:00:00+00:00,2025-04-15 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-17 06:00:00+00:00,2025-04-17 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,48,0
development,43128599999,2025-04-17 06:00:00+00:00,2025-04-17 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
development,43279099999,2025-04-17 06:00:00+00:00,2025-04-17 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-19 06:00:00+00:00,2025-04-19 00:00:00+00:00,eligible,,,1.0,43,0
development,43128599999,2025-04-19 06:00:00+00:00,2025-04-19 00:00:00+00:00,eligible,,,5.0,46,0
development,43279099999,2025-04-19 06:00:00+00:00,2025-04-19 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-21 06:00:00+00:00,2025-04-21 00:00:00+00:00,eligible,,,5.0,43,0
development,43128599999,2025-04-21 06:00:00+00:00,2025-04-21 00:00:00+00:00,eligible,,,3.0,46,0
development,43279099999,2025-04-21 06:00:00+00:00,2025-04-21 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-23 06:00:00+00:00,2025-04-23 00:00:00+00:00,eligible,,,10.0,45,0
development,43128599999,2025-04-23 06:00:00+00:00,2025-04-23 00:00:00+00:00,eligible,,,5.0,45,0
development,43279099999,2025-04-23 06:00:00+00:00,2025-04-23 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-25 06:00:00+00:00,2025-04-25 00:00:00+00:00,eligible,,,13.0,34,0
development,43128599999,2025-04-25 06:00:00+00:00,2025-04-25 00:00:00+00:00,eligible,,,8.0,45,0
development,43279099999,2025-04-25 06:00:00+00:00,2025-04-25 00:00:00+00:00,eligible,,,0.0,48,0
development,42410099999,2025-04-27 06:00:00+00:00,2025-04-27 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,47,0
development,43128599999,2025-04-27 06:00:00+00:00,2025-04-27 00:00:00+00:00,eligible,,,8.0,45,0
development,43279099999,2025-04-27 06:00:00+00:00,2025-04-27 00:00:00+00:00,eligible,,,0.0,47,0
holdout,42410099999,2025-05-01 06:00:00+00:00,2025-05-01 00:00:00+00:00,data_rejected,history_policy,Missing history exceeds 10% of the context,,47,0
holdout,43128599999,2025-05-01 06:00:00+00:00,2025-05-01 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,45,0
holdout,43279099999,2025-05-01 06:00:00+00:00,2025-05-01 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-03 06:00:00+00:00,2025-05-03 00:00:00+00:00,eligible,,,7.0,47,0
holdout,43128599999,2025-05-03 06:00:00+00:00,2025-05-03 00:00:00+00:00,eligible,,,10.0,46,0
holdout,43279099999,2025-05-03 06:00:00+00:00,2025-05-03 00:00:00+00:00,eligible,,,1.0,47,0
holdout,42410099999,2025-05-05 06:00:00+00:00,2025-05-05 00:00:00+00:00,eligible,,,7.0,47,0
holdout,43128599999,2025-05-05 06:00:00+00:00,2025-05-05 00:00:00+00:00,eligible,,,10.0,45,0
holdout,43279099999,2025-05-05 06:00:00+00:00,2025-05-05 00:00:00+00:00,eligible,,,2.0,48,0
holdout,42410099999,2025-05-07 06:00:00+00:00,2025-05-07 00:00:00+00:00,eligible,,,5.0,47,0
holdout,43128599999,2025-05-07 06:00:00+00:00,2025-05-07 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,47,0
holdout,43279099999,2025-05-07 06:00:00+00:00,2025-05-07 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-09 06:00:00+00:00,2025-05-09 00:00:00+00:00,eligible,,,4.0,47,0
holdout,43128599999,2025-05-09 06:00:00+00:00,2025-05-09 00:00:00+00:00,eligible,,,9.0,46,0
holdout,43279099999,2025-05-09 06:00:00+00:00,2025-05-09 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-11 06:00:00+00:00,2025-05-11 00:00:00+00:00,eligible,,,3.0,45,0
holdout,43128599999,2025-05-11 06:00:00+00:00,2025-05-11 00:00:00+00:00,eligible,,,6.0,46,0
holdout,43279099999,2025-05-11 06:00:00+00:00,2025-05-11 00:00:00+00:00,eligible,,,1.0,47,0
holdout,42410099999,2025-05-13 06:00:00+00:00,2025-05-13 00:00:00+00:00,eligible,,,6.0,47,0
holdout,43128599999,2025-05-13 06:00:00+00:00,2025-05-13 00:00:00+00:00,eligible,,,8.0,46,0
holdout,43279099999,2025-05-13 06:00:00+00:00,2025-05-13 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-15 06:00:00+00:00,2025-05-15 00:00:00+00:00,eligible,,,5.0,46,0
holdout,43128599999,2025-05-15 06:00:00+00:00,2025-05-15 00:00:00+00:00,eligible,,,6.0,46,0
holdout,43279099999,2025-05-15 06:00:00+00:00,2025-05-15 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-17 06:00:00+00:00,2025-05-17 00:00:00+00:00,eligible,,,7.0,46,0
holdout,43128599999,2025-05-17 06:00:00+00:00,2025-05-17 00:00:00+00:00,eligible,,,8.0,46,0
holdout,43279099999,2025-05-17 06:00:00+00:00,2025-05-17 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-19 06:00:00+00:00,2025-05-19 00:00:00+00:00,eligible,,,8.0,48,0
holdout,43128599999,2025-05-19 06:00:00+00:00,2025-05-19 00:00:00+00:00,eligible,,,7.0,47,0
holdout,43279099999,2025-05-19 06:00:00+00:00,2025-05-19 00:00:00+00:00,eligible,,,1.0,48,0
holdout,42410099999,2025-05-21 06:00:00+00:00,2025-05-21 00:00:00+00:00,eligible,,,4.0,47,0
holdout,43128599999,2025-05-21 06:00:00+00:00,2025-05-21 00:00:00+00:00,eligible,,,6.0,44,0
holdout,43279099999,2025-05-21 06:00:00+00:00,2025-05-21 00:00:00+00:00,eligible,,,0.0,48,0
holdout,42410099999,2025-05-23 06:00:00+00:00,2025-05-23 00:00:00+00:00,eligible,,,3.0,47,0
holdout,43128599999,2025-05-23 06:00:00+00:00,2025-05-23 00:00:00+00:00,eligible,,,8.0,43,0
holdout,43279099999,2025-05-23 06:00:00+00:00,2025-05-23 00:00:00+00:00,eligible,,,0.0,48,0
holdout,42410099999,2025-05-25 06:00:00+00:00,2025-05-25 00:00:00+00:00,data_rejected,history_policy,History has a leading gap or a gap longer than 6 hours,,46,0
holdout,43128599999,2025-05-25 06:00:00+00:00,2025-05-25 00:00:00+00:00,eligible,,,11.0,44,0
holdout,43279099999,2025-05-25 06:00:00+00:00,2025-05-25 00:00:00+00:00,eligible,,,0.0,47,0
holdout,42410099999,2025-05-27 06:00:00+00:00,2025-05-27 00:00:00+00:00,eligible,,,4.0,45,0
holdout,43128599999,2025-05-27 06:00:00+00:00,2025-05-27 00:00:00+00:00,eligible,,,13.0,46,0
holdout,43279099999,2025-05-27 06:00:00+00:00,2025-05-27 00:00:00+00:00,eligible,,,1.0,47,0
holdout,42410099999,2025-05-29 06:00:00+00:00,2025-05-29 00:00:00+00:00,eligible,,,7.0,48,0
holdout,43128599999,2025-05-29 06:00:00+00:00,2025-05-29 00:00:00+00:00,eligible,,,14.0,44,0
holdout,43279099999,2025-05-29 06:00:00+00:00,2025-05-29 00:00:00+00:00,eligible,,,2.0,48,0
